DB/Table|Source Column|Ref Table Column|Typelist (per Dictionary)|Final Harmonized Column Names (3)|Attributes from Lookup Table
policycenterlite.dbo.pcx_buildingAddAndAlteration|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode2 / pctl_EffDatedChangeType_Name2 / pctl_EffDatedChangeType_Description2|TypeCode / Name / Description
policycenterlite.dbo.pc_buildingimpr|BuildingImprType|ID|policycenterlite.dbo.pctl_BuildingImprType|pctl_BuildingImprType_TypeCode / pctl_BuildingImprType_Name / pctl_BuildingImprType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_buildingimpr|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_buildingside|BuildingSideType|ID|policycenterlite.dbo.pctl_BuildingSideType|pctl_BuildingSideType_TypeCode / pctl_BuildingSideType_Name / pctl_BuildingSideType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_buildingside|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_balinecond|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pc_balinecond|Currency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenterlite.dbo.pc_balinecond|Subtype|ID|policycenterlite.dbo.pctl_BusinessAutoCond|pctl_BusinessAutoCond_TypeCode_Subtype / pctl_BusinessAutoCond_Name_Subtype / pctl_BusinessAutoCond_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pc_businessautocov|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pc_businessautocov|Currency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenterlite.dbo.pc_businessautocov|Subtype|ID|policycenterlite.dbo.pctl_BusinessAutoCov|pctl_BusinessAutoCov_TypeCode_Subtype / pctl_BusinessAutoCov_Name_Subtype / pctl_BusinessAutoCov_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pc_balineexcl|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pc_balineexcl|Currency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenterlite.dbo.pc_balineexcl|Subtype|ID|policycenterlite.dbo.pctl_BusinessAutoExcl|pctl_BusinessAutoExcl_TypeCode_Subtype / pctl_BusinessAutoExcl_Name_Subtype / pctl_BusinessAutoExcl_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pc_boplinecond|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pc_boplinecond|Currency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenterlite.dbo.pc_boplinecond|Subtype|ID|policycenterlite.dbo.pctl_BusinessOwnersCond|pctl_BusinessOwnersCond_TypeCode_Subtype / pctl_BusinessOwnersCond_Name_Subtype / pctl_BusinessOwnersCond_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pc_businessownerscov|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pc_businessownerscov|Currency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenterlite.dbo.pc_businessownerscov|Subtype|ID|policycenterlite.dbo.pctl_BusinessOwnersCov|pctl_BusinessOwnersCov_TypeCode_Subtype / pctl_BusinessOwnersCov_Name_Subtype / pctl_BusinessOwnersCov_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pc_boplineexcl|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pc_boplineexcl|Currency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenterlite.dbo.pc_boplineexcl|Subtype|ID|policycenterlite.dbo.pctl_BusinessOwnersExcl|pctl_BusinessOwnersExcl_TypeCode_Subtype / pctl_BusinessOwnersExcl_Name_Subtype / pctl_BusinessOwnersExcl_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pcx_businessPursuits|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_businessPursuits|typeofOccupation|ID|policycenterlite.dbo.pctl_BPCovOccupationType|pctl_BPCovOccupationType_TypeCode / pctl_BPCovOccupationType_Name / pctl_BPCovOccupationType_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|BodyType|ID|policycenterlite.dbo.pctl_BodyType|pctl_BodyType_TypeCode_BodyType / pctl_BodyType_Name_BodyType / pctl_BodyType_Description_BodyType|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|CostNew_cur|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_CostNew_cur / pctl_Currency_Name_CostNew_cur / pctl_Currency_Description_CostNew_cur|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|DestinationZone|ID|policycenterlite.dbo.pctl_Zone|pctl_Zone_TypeCode_DestinationZone / pctl_Zone_Name_DestinationZone / pctl_Zone_Description_DestinationZone|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|Experience|ID|policycenterlite.dbo.pctl_CombinedDriverExp|pctl_CombinedDriverExp_TypeCode_Experience / pctl_CombinedDriverExp_Name_Experience / pctl_CombinedDriverExp_Description_Experience|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|Industry|ID|policycenterlite.dbo.pctl_VehicleIndustry|pctl_VehicleIndustry_TypeCode_Industry / pctl_VehicleIndustry_Name_Industry / pctl_VehicleIndustry_Description_Industry|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|IndustryUse|ID|policycenterlite.dbo.pctl_VehicleIndustryUse|pctl_VehicleIndustryUse_TypeCode_IndustryUse / pctl_VehicleIndustryUse_Name_IndustryUse / pctl_VehicleIndustryUse_Description_IndustryUse|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|IntraInterStateUsage|ID|policycenterlite.dbo.pctl_IntraInterStateUsage|pctl_IntraInterStateUsage_TypeCode_IntraInterStateUsage / pctl_IntraInterStateUsage_Name_IntraInterStateUsage / pctl_IntraInterStateUsage_Description_IntraInterStateUsage|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|LengthOfLease|ID|policycenterlite.dbo.pctl_LengthOfLease|pctl_LengthOfLease_TypeCode_LengthOfLease / pctl_LengthOfLease_Name_LengthOfLease / pctl_LengthOfLease_Description_LengthOfLease|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|LicenseState|ID|policycenterlite.dbo.pctl_State|pctl_State_TypeCode_LicenseState / pctl_State_Name_LicenseState / pctl_State_Description_LicenseState|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|OriginationZone|ID|policycenterlite.dbo.pctl_Zone|pctl_Zone_TypeCode_OriginationZone / pctl_Zone_Name_OriginationZone / pctl_Zone_Description_OriginationZone|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|PipCovered|ID|policycenterlite.dbo.pctl_PipCovered|pctl_PipCovered_TypeCode_PipCovered / pctl_PipCovered_Name_PipCovered / pctl_PipCovered_Description_PipCovered|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|PreferredCoverageCurrency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|PrimaryUse|ID|policycenterlite.dbo.pctl_VehiclePrimaryUse|pctl_VehiclePrimaryUse_TypeCode_PrimaryUse / pctl_VehiclePrimaryUse_Name_PrimaryUse / pctl_VehiclePrimaryUse_Description_PrimaryUse|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|StatedValue_cur|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_StatedValue_cur / pctl_Currency_Name_StatedValue_cur / pctl_Currency_Description_StatedValue_cur|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|VehicleRadius|ID|policycenterlite.dbo.pctl_RadiusCode|pctl_RadiusCode_TypeCode_VehicleRadius / pctl_RadiusCode_Name_VehicleRadius / pctl_RadiusCode_Description_VehicleRadius|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|VehicleSizeClass|ID|policycenterlite.dbo.pctl_VehicleSizeClass|pctl_VehicleSizeClass_TypeCode_VehicleSizeClass / pctl_VehicleSizeClass_Name_VehicleSizeClass / pctl_VehicleSizeClass_Description_VehicleSizeClass|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehicle|VehicleType|ID|policycenterlite.dbo.pctl_VehicleType|pctl_VehicleType_TypeCode_VehicleType / pctl_VehicleType_Name_VehicleType / pctl_VehicleType_Description_VehicleType|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehiclecov|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehiclecov|Currency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehiclecov|Subtype|ID|policycenterlite.dbo.pctl_BusinessVehicleCov|pctl_BusinessVehicleCov_TypeCode_Subtype / pctl_BusinessVehicleCov_Name_Subtype / pctl_BusinessVehicleCov_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pc_businessvehiclecov|SpecifiedCauseOfLoss|ID|policycenterlite.dbo.pctl_SpecifiedCauseOfLoss|pctl_SpecifiedCauseOfLoss_TypeCode_SpecifiedCauseOfLoss / pctl_SpecifiedCauseOfLoss_Name_SpecifiedCauseOfLoss / pctl_SpecifiedCauseOfLoss_Description_SpecifiedCauseOfLoss|TypeCode / Name / Description
policycenterlite.dbo.pc_bavehiclemodifier|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pc_bavehiclemodifier|State|ID|policycenterlite.dbo.pctl_Jurisdiction|pctl_Jurisdiction_TypeCode_State / pctl_Jurisdiction_Name_State / pctl_Jurisdiction_Description_State|TypeCode / Name / Description
policycenterlite.dbo.pc_bavehiclemodifier|Subtype|ID|policycenterlite.dbo.pctl_BusinessVehicleModifier|pctl_BusinessVehicleModifier_TypeCode_Subtype / pctl_BusinessVehicleModifier_Name_Subtype / pctl_BusinessVehicleModifier_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pc_businessweek|BusinessWeekEnd|ID|policycenterlite.dbo.pctl_Weekdays|pctl_Weekdays_TypeCode / pctl_Weekdays_Name / pctl_Weekdays_Description|TypeCode / Name / Description
policycenterlite.dbo.pc_businessweek_zone|Country|ID|policycenterlite.dbo.pctl_Country|pctl_Country_TypeCode_Country / pctl_Country_Name_Country / pctl_Country_Description_Country|TypeCode / Name / Description
policycenterlite.dbo.pc_businessweek_zone|ZoneType|ID|policycenterlite.dbo.pctl_ZoneType|pctl_ZoneType_TypeCode_ZoneType / pctl_ZoneType_Name_ZoneType / pctl_ZoneType_Description_ZoneType|TypeCode / Name / Description
policycenterlite.dbo.pc_bizweek_nam_l10n|Language|ID|policycenterlite.dbo.pctl_LanguageType|pctl_LanguageType_TypeCode_Language / pctl_LanguageType_Name_Language / pctl_LanguageType_Description_Language|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealer|ADClass|ID|policycenterlite.dbo.pctl_CA7GarageDealersClass|pctl_CA7GarageDealersClass_TypeCode_ADClass / pctl_CA7GarageDealersClass_Name_ADClass / pctl_CA7GarageDealersClass_Description_ADClass|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealer|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealer|CovType|ID|policycenterlite.dbo.pctl_ca7garagedealerscoveraget|pctl_ca7garagedealerscoveraget_TypeCode_CovType / pctl_ca7garagedealerscoveraget_Name_CovType / pctl_ca7garagedealerscoveraget_Description_CovType|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealer|PhysDamageClassification|ID|policycenterlite.dbo.pctl_ca7garagedealersphysicald|pctl_ca7garagedealersphysicald_TypeCode_PhysDamageClassification / pctl_ca7garagedealersphysicald_Name_PhysDamageClassification / pctl_ca7garagedealersphysicald_Description_PhysDamageClassification|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealer|PreferredCoverageCurrency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_PreferredCoverageCurrency / pctl_Currency_Name_PreferredCoverageCurrency / pctl_Currency_Description_PreferredCoverageCurrency|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealer|RatingBase|ID|policycenterlite.dbo.pctl_ca7garagekeepersratingbas|pctl_ca7garagekeepersratingbas_TypeCode_RatingBase / pctl_ca7garagekeepersratingbas_Name_RatingBase / pctl_ca7garagekeepersratingbas_Description_RatingBase|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealeraddlinsured|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealercond|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealercond|Currency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealercond|Subtype|ID|policycenterlite.dbo.pctl_CA7AutoDealerCond|pctl_CA7AutoDealerCond_TypeCode_Subtype / pctl_CA7AutoDealerCond_Name_Subtype / pctl_CA7AutoDealerCond_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealercov|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealercov|Currency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealercov|Subtype|ID|policycenterlite.dbo.pctl_CA7AutoDealerCov|pctl_CA7AutoDealerCov_TypeCode_Subtype / pctl_CA7AutoDealerCov_Name_Subtype / pctl_CA7AutoDealerCov_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealerexcl|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealerexcl|Currency|ID|policycenterlite.dbo.pctl_Currency|pctl_Currency_TypeCode_Currency / pctl_Currency_Name_Currency / pctl_Currency_Description_Currency|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7autodealerexcl|Subtype|ID|policycenterlite.dbo.pctl_CA7AutoDealerExcl|pctl_CA7AutoDealerExcl_TypeCode_Subtype / pctl_CA7AutoDealerExcl_Name_Subtype / pctl_CA7AutoDealerExcl_Description_Subtype|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7businterruplinetype|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode / pctl_EffDatedChangeType_Name / pctl_EffDatedChangeType_Description|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7businterruplinetype|limOfIns|ID|policycenterlite.dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode2 / pctl_BusinessInterupLimOfIns_Name2 / pctl_BusinessInterupLimOfIns_Description2|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7businterruplinetype|schPropType|ID|policycenterlite.dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode1 / pctl_BusinessInperupPropType_Name1 / pctl_BusinessInperupPropType_Description1|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7businterruppbttype|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7businterruppbttype|limOfIns|ID|policycenterlite.dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7businterruppbttype|schPropType|ID|policycenterlite.dbo.pctl_BusinessInperupPropType|pctl_BusinessInperupPropType_TypeCode_schPropType / pctl_BusinessInperupPropType_Name_schPropType / pctl_BusinessInperupPropType_Description_schPropType|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7businterrupschspctype|ChangeType|ID|policycenterlite.dbo.pctl_EffDatedChangeType|pctl_EffDatedChangeType_TypeCode_ChangeType / pctl_EffDatedChangeType_Name_ChangeType / pctl_EffDatedChangeType_Description_ChangeType|TypeCode / Name / Description
policycenterlite.dbo.pcx_ca7businterrupschspctype|limOfIns|ID|policycenterlite.dbo.pctl_BusinessInterupLimOfIns|pctl_BusinessInterupLimOfIns_TypeCode_limOfIns / pctl_BusinessInterupLimOfIns_Name_limOfIns / pctl_BusinessInterupLimOfIns_Description_limOfIns|TypeCode / Name / Description
